,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
105,Port Alfred,0,ZA,1565816051,88,-33.59,26.89,57.0,4.32
106,Barrow,48,AR,1565816319,47,-38.31,-60.23,47.39,12.01
107,Soto la Marina,57,MX,1565816320,25,23.77,-98.21,103.73,10.27
108,Bana,41,CM,1565816321,99,5.14,10.29,66.47,1.28
109,Maldonado,0,UY,1565816246,66,-34.91,-54.96,48.2,17.22
110,Pangai,40,TO,1565816324,94,-19.8,-174.35,71.6,5.82
111,Kathu,0,ZA,1565816325,26,-27.7,23.05,54.0,16.51
112,Marsaxlokk,0,MT,1565816327,65,35.84,14.54,80.01,21.92
113,Sitka,0,US,1565816328,47,37.17,-99.65,88.0,8.01
114,Smoky Lake,67,CA,1565816329,55,54.11,-112.47,77.0,3.0
115,Cherskiy,0,RU,1565816330,63,68.75,161.3,39.65,8.41
116,Rodrigues Alves,20,BR,1565816331,43,-7.74,-72.65,89.6,10.29
117,Talcahuano,0,CL,1565816190,76,-36.72,-73.12,57.2,12.75
118,Codrington,90,AU,1565816334,100,-28.95,153.24,46.99,3.0
119,Adrar,0,DZ,1565816335,12,27.87,-0.29,105.8,12.75
120,Ancud,0,CL,1565816336,66,-41.87,-73.83,51.8,6.93
121,Komsomolskiy,100,RU,1565816338,97,67.55,63.78,49.55,6.24
122,Qaanaaq,0,GL,1565816339,43,77.48,-69.36,46.31,4.83
123,Beringovskiy,100,RU,1565816340,87,63.05,179.32,46.67,3.27
124,Kargopol,99,RU,1565816342,89,61.51,38.95,54.59,3.69
125,Penzance,100,GB,1565816343,87,50.12,-5.53,63.0,16.11
126,Ciudad Bolivar,40,VE,1565816344,59,8.12,-63.55,87.17,4.41
127,Clyde River,20,CA,1565816345,81,70.47,-68.59,46.4,8.05
128,Pinhao,0,BR,1565816347,39,-25.7,-51.66,52.25,4.68
129,Shu,100,KZ,1565816348,82,43.6,73.76,58.91,16.02
130,Thompson,90,CA,1565816349,49,55.74,-97.86,71.6,11.41
131,Puerto Narino,75,CO,1565816350,62,-3.77,-70.38,87.8,5.82
132,Dingle,100,PH,1565816351,80,11.0,122.67,74.93,6.38
133,Soyo,1,AO,1565816353,89,-6.13,12.37,72.05,7.61
134,Ballina,75,IE,1565816354,100,54.11,-9.15,60.01,18.34
135,Lincoln,40,US,1565816355,61,40.8,-96.67,80.01,8.05
136,Plettenberg Bay,44,ZA,1565816357,92,-34.05,23.37,52.61,3.15
137,General Roca,0,AR,1565816358,46,-39.03,-67.58,50.0,3.36
138,Ponta do Sol,23,BR,1565816359,75,-20.63,-46.0,65.93,6.22
139,Anadyr,20,RU,1565816360,70,64.73,177.51,44.6,13.42
140,Khatanga,0,RU,1565816361,75,71.98,102.47,44.87,7.67
141,Upernavik,0,GL,1565816363,63,72.79,-56.15,42.71,5.55
142,Vao,67,EE,1565816364,84,59.1,26.19,51.53,7.05
143,Nouadhibou,0,MR,1565816365,83,20.93,-17.03,69.8,21.92
144,Esmeraldas,40,BR,1565816366,53,-19.76,-44.31,75.2,13.87
145,Aksu,75,KZ,1565816368,67,52.04,76.93,60.8,8.95
146,Gumdag,0,TM,1565816369,22,39.2,54.59,71.33,2.71
147,Lebu,40,ET,1565816370,93,8.96,38.73,57.2,2.24
148,Dublin,75,IE,1565816234,82,53.35,-6.26,61.0,10.29
149,Ostrovnoy,67,RU,1565816373,91,68.05,39.51,50.09,8.55
150,Yeppoon,13,AU,1565816374,82,-23.13,150.74,59.0,4.7
151,Te Anau,94,NZ,1565816375,86,-45.41,167.72,40.73,4.5
152,Nikolskoye,40,RU,1565816376,82,59.7,30.79,59.0,2.24
153,Taltal,56,CL,1565816378,65,-25.41,-70.49,57.83,1.79
154,Luderitz,0,NA,1565816379,63,-26.65,15.16,60.8,5.82
155,Mayo,75,CA,1565816380,43,63.59,-135.9,71.6,9.17
156,Gejiu,95,CN,1565816381,91,23.36,103.16,61.79,1.61
157,Kedougou,100,SN,1565816383,89,12.56,-12.19,79.07,4.45
158,Zlobin,0,HR,1565816384,49,45.29,14.65,71.6,5.82
159,Nanortalik,10,GL,1565816385,71,60.14,-45.24,45.41,4.41
160,Escondido,1,US,1565816386,40,33.12,-117.08,97.0,6.93
161,Kandrian,9,PG,1565816388,92,-6.21,149.55,74.03,4.52
162,Fortuna,0,ES,1565816389,78,38.18,-1.13,80.01,6.58
163,Mathathane,0,BW,1565816390,37,-22.27,28.75,63.95,8.08
164,Sompeta,81,IN,1565816391,88,18.93,84.6,78.17,3.33
165,Isangel,90,VU,1565816393,94,-19.55,169.27,69.8,14.38
166,Zhigansk,0,RU,1565816394,51,66.77,123.37,60.35,11.99
167,Castro,0,CL,1565816395,66,-42.48,-73.76,51.8,6.93
168,Bubaque,53,GW,1565816397,85,11.28,-15.83,79.07,15.59
169,Mount Gambier,90,AU,1565816398,61,-37.83,140.78,48.2,17.22
170,Tautira,20,PF,1565816399,69,-17.73,-149.15,82.4,13.87
171,Sarahan,100,IN,1565816401,93,31.51,77.79,61.61,2.28
172,Constitucion,75,MX,1565816403,26,23.99,-104.67,80.6,6.93
173,Bafq,0,IR,1565816406,28,31.6,55.4,64.67,3.56
174,Sao Francisco,0,BR,1565816411,36,-25.65,-53.85,64.4,6.93
175,Avera,1,US,1565816416,47,33.19,-82.53,100.99,9.17
176,Luena,0,AO,1565816419,28,-11.78,19.91,59.45,2.93
177,Sasykoli,1,RU,1565816421,34,47.55,47.0,74.03,5.55
178,Alipur Chatha,40,PK,1565816422,83,32.27,73.82,84.2,5.66
179,Lere,73,TD,1565816423,92,9.66,14.23,73.67,4.03
180,Bumba,45,CD,1565816425,93,2.18,22.47,72.41,2.19
181,Derzhavinsk,100,KZ,1565816426,58,51.1,66.31,62.51,3.8
182,Provideniya,90,RU,1565816427,100,64.42,-173.23,50.0,11.18
183,Sayyan,48,YE,1565816428,63,15.17,44.32,74.21,1.19
184,Naron,75,ES,1565816430,100,43.52,-8.15,66.99,3.36
185,Avarua,0,CK,1565816431,73,-21.21,-159.78,75.2,5.82
186,Valleyview,90,CA,1565816432,46,55.07,-117.28,73.31,11.54
187,Riyadh,0,SA,1565816433,17,24.63,46.72,93.2,6.93
188,Tilichiki,0,RU,1565816435,68,60.47,166.1,58.37,7.54
189,Ban Nahin,100,LA,1565816436,99,18.24,104.21,73.13,1.34
190,Carnarvon,0,ZA,1565816438,29,-30.97,22.13,50.99,9.26
191,Kahului,40,US,1565816429,43,20.89,-156.47,87.8,14.99
192,Aksay,25,KZ,1565816440,92,51.17,53.01,59.81,6.17
193,Yellowknife,75,CA,1565816441,77,62.45,-114.38,59.0,5.82
194,Rio Gallegos,20,AR,1565816442,60,-51.62,-69.22,41.0,13.87
195,Port-Gentil,20,GA,1565816444,88,-0.72,8.78,75.2,8.05
196,Inverness,75,GB,1565816445,87,57.48,-4.23,59.0,1.12
197,Svetlogorsk,9,RU,1565816446,100,53.14,59.15,55.4,6.71
198,Barabai,73,ID,1565816447,96,-2.59,115.38,72.23,0.74
199,Wuzhou,0,CN,1565816448,94,23.48,111.3,76.55,1.97
200,Aviles,75,ES,1565816450,100,43.55,-5.92,68.0,5.82
201,East London,0,ZA,1565816451,92,-33.02,27.91,52.61,5.08
202,Toba,75,JP,1565816452,83,34.47,136.83,82.4,29.97
203,Saldanha,0,PT,1565816453,65,41.42,-6.55,71.51,8.5
204,Cayenne,75,GF,1565816455,74,4.94,-52.33,82.4,9.17
205,Abha,0,SA,1565816456,82,18.22,42.5,66.2,4.88
206,Kupang,0,ID,1565816457,67,-10.16,123.6,73.13,12.26
207,Kaeo,0,NZ,1565816458,100,-35.1,173.78,48.0,2.89
208,Bandarbeyla,4,SO,1565816459,73,9.49,50.81,74.57,27.38
209,Kollo,0,NE,1565816461,55,13.34,2.32,87.8,6.93
210,Byron Bay,90,AU,1565816462,100,-28.65,153.62,51.01,2.46
211,Bajil,0,ES,1565816463,68,38.23,-2.07,66.99,1.01
212,Buin,0,CL,1565816465,20,-33.73,-70.74,73.4,6.93
213,Naze,24,NG,1565816466,88,5.43,7.07,75.29,5.01
214,Chuy,0,UY,1565816467,77,-33.69,-53.46,45.23,6.04
215,Hasaki,40,JP,1565816468,94,35.73,140.83,80.6,6.93
216,Chernyshevskiy,65,RU,1565816470,85,63.01,112.47,53.15,5.68
217,Klaksvik,0,FO,1565816471,93,62.23,-6.59,50.0,8.05
218,Airai,0,TL,1565816472,71,-8.93,125.41,64.85,5.12
219,Sao Joao da Barra,75,BR,1565816287,88,-21.64,-41.05,66.2,13.87
220,Truro,75,GB,1565816474,93,50.26,-5.05,63.0,18.34
221,Preston,75,GB,1565816476,93,53.76,-2.71,64.4,8.05
222,Gazojak,0,TM,1565816477,30,41.19,61.4,64.67,6.35
223,Krasnaya polyana,40,KZ,1565816478,76,49.24,73.02,57.2,6.71
224,Ust-Maya,98,RU,1565816479,65,60.42,134.54,57.65,8.5
225,Marawi,80,PH,1565816481,85,8.0,124.29,75.99,5.01
226,Bowmore,1,US,1565816482,52,34.94,-79.3,97.0,5.82
227,Touros,40,BR,1565816483,78,-5.2,-35.46,78.8,8.05
228,Neuquen,0,AR,1565816483,46,-38.95,-68.06,50.0,3.36
229,Lengshuitan,0,CN,1565816486,70,26.41,111.6,78.35,1.72
230,Baijiantan,68,CN,1565816487,32,45.63,85.18,77.63,9.08
231,Tezu,100,IN,1565816488,98,27.93,96.16,72.59,3.47
232,Tazovskiy,83,RU,1565816490,76,67.47,78.7,47.21,10.36
233,Atar,0,MR,1565816491,10,20.52,-13.05,103.73,11.97
234,Wajid,50,SO,1565816492,52,3.81,43.25,74.93,20.54
235,Njombe,0,TZ,1565816493,78,-9.34,34.77,45.95,4.76
236,Fortuna Foothills,1,US,1565816494,11,32.66,-114.41,114.01,6.93
237,Pula,40,EC,1565816496,61,-1.95,-79.93,80.6,9.17
238,Faya,0,SA,1565816497,82,18.39,42.45,66.2,5.08
239,Alot,100,IN,1565816498,93,23.76,75.56,74.21,14.29
240,San Quintin,100,PH,1565816499,91,17.54,120.52,76.19,5.99
241,Lompoc,1,US,1565816501,60,34.64,-120.46,88.0,14.99
242,Caraballeda,40,VE,1565816241,69,10.61,-66.85,82.4,2.24
243,Ngunguru,0,NZ,1565816503,95,-35.62,174.5,48.0,8.3
244,Faanui,90,PF,1565816491,80,-16.48,-151.75,78.53,11.97
245,Huntington,90,US,1565816505,65,40.87,-73.43,80.01,12.75
246,Port Augusta,0,AU,1565816507,37,-32.49,137.76,51.8,12.75
247,Kutum,65,SD,1565816508,40,14.2,24.66,82.31,3.22
248,Acapulco,40,MX,1565816509,66,16.86,-99.88,89.6,11.41
249,Victoria,75,BN,1565816413,88,5.28,115.24,78.8,1.12
250,Torrevieja,0,ES,1565816511,78,37.98,-0.68,80.01,5.82
251,San Patricio,0,PY,1565816513,68,-26.98,-56.83,52.25,4.7
252,Cidreira,0,BR,1565816514,82,-30.17,-50.22,50.09,7.18
253,Sobolevo,100,RU,1565816515,97,54.43,31.9,60.71,10.31
254,Yerbogachen,100,RU,1565816516,80,61.28,108.01,53.15,4.34
255,Portland,20,US,1565816407,44,43.66,-70.25,81.0,3.36
256,Baykit,32,RU,1565816519,96,61.68,96.39,50.27,3.27
257,Kirovskiy,100,RU,1565816520,94,45.09,133.51,61.79,5.17
258,Ewa Beach,40,US,1565816521,66,21.32,-158.01,87.8,6.93
259,Chapada dos Guimaraes,0,BR,1565816522,26,-15.46,-55.75,80.6,11.41
260,Pangnirtung,20,CA,1565816524,76,66.15,-65.72,50.0,19.46
261,Conde,0,BR,1565816525,89,-11.81,-37.61,69.17,4.0
262,Kozhevnikovo,78,RU,1565816526,91,56.26,83.98,61.0,6.4
263,Hofn,100,IS,1565816527,96,64.25,-15.21,35.87,2.35
264,Shingu,100,JP,1565816529,97,33.72,135.99,73.31,26.31
265,Sistranda,20,NO,1565816530,93,63.73,8.83,55.0,4.7
266,Hisar,67,IN,1565816531,60,29.16,75.73,89.15,7.4
267,Puerto Leguizamo,9,CO,1565816532,52,-0.19,-74.78,85.91,4.32
268,Necochea,11,AR,1565816533,63,-38.55,-58.74,46.0,10.0
269,Ilulissat,6,GL,1565816535,59,69.22,-51.1,45.59,10.89
270,Biak,100,ID,1565816536,95,-0.91,122.88,58.19,4.29
271,Sao Filipe,0,CV,1565816537,85,14.9,-24.5,74.93,14.81
272,Esperance,90,AU,1565816538,100,-33.86,121.89,51.8,14.99
273,Henties Bay,0,NA,1565816540,94,-22.12,14.28,52.0,6.04
274,Williams Lake,40,CA,1565816541,45,52.13,-122.14,68.0,2.24
275,Corowa,0,AU,1565816542,92,-36.0,146.39,39.0,2.24
276,Wildwood,40,US,1565816543,54,38.58,-90.63,91.0,13.87
277,Zubtsov,100,RU,1565816545,85,56.17,34.59,61.07,5.95
278,Norman Wells,75,CA,1565816546,63,65.28,-126.83,64.4,20.8
279,Nyurba,87,RU,1565816547,85,63.29,118.35,55.31,3.96
280,Half Moon Bay,5,US,1565816543,37,37.46,-122.43,97.0,8.05
281,Hithadhoo,100,MV,1565816318,73,-0.6,73.08,82.85,5.14
282,Katangli,100,RU,1565816551,82,51.71,143.23,56.57,4.0
283,Ola,0,RU,1565816552,66,59.58,151.3,56.39,7.11
284,Grindavik,0,IS,1565816553,81,63.84,-22.43,53.6,14.99
285,Alihe,0,CN,1565816554,78,50.57,123.73,52.79,2.39
286,Taganak,75,PH,1565816556,94,6.08,118.3,75.2,3.36
287,Sibu,75,MY,1565816557,94,2.29,111.83,77.0,3.36
288,Carutapera,39,BR,1565816558,79,-1.2,-46.02,79.97,9.17
289,Vila Velha,40,BR,1565816559,74,-3.71,-38.6,80.6,12.75
290,Itanagar,100,IN,1565816561,88,27.1,93.63,75.47,4.34
291,Comodoro Rivadavia,20,AR,1565816562,63,-45.87,-67.48,46.4,11.41
292,Araouane,18,ML,1565816563,24,18.9,-3.53,101.21,10.49
293,Huanren,48,CN,1565816564,99,41.26,125.37,66.47,1.97
294,Tuatapere,100,NZ,1565816566,88,-46.13,167.69,44.01,4.0
295,Sidi Ali,0,DZ,1565816567,66,36.1,0.42,80.33,10.07
296,Fare,74,PF,1565816568,81,-16.7,-151.02,78.35,12.5
297,Mopipi,0,BW,1565816569,27,-21.2,24.86,69.71,12.08
298,Tiksi,0,RU,1565816571,76,71.64,128.87,52.07,6.58
299,Bezhetsk,100,RU,1565816572,88,57.78,36.69,59.99,3.96
300,Ugoofaaru,100,MV,1565816573,75,5.67,73.0,83.75,11.34
301,Banjar,100,ID,1565816574,92,-7.37,108.54,71.87,1.45
302,Houston,40,US,1565816425,39,29.76,-95.37,102.0,2.82
303,Meiktila,100,MM,1565816577,90,20.88,95.86,75.47,13.85
304,Centralia,1,US,1565816578,42,46.72,-122.96,84.2,4.7
305,Namibe,70,AO,1565816579,90,-15.19,12.15,64.13,6.78
306,Colares,20,PT,1565816580,83,38.8,-9.45,73.99,14.99
307,Elizabeth City,40,US,1565816582,74,36.3,-76.22,93.2,3.36
308,Labuhan,63,ID,1565816583,92,-2.54,115.51,69.53,1.01
309,Santo Domingo,40,DO,1565816289,52,18.48,-69.94,93.2,11.41
310,Aimores,100,BR,1565816585,61,-19.5,-41.06,69.89,9.06
311,Nahrin,0,AF,1565816587,47,36.06,69.13,55.85,2.21
312,Lensk,99,RU,1565816588,93,60.71,114.91,54.05,2.75
313,Saint-Francois,0,FR,1565816589,67,46.42,3.91,62.6,4.7
314,Naguabo,20,PR,1565816590,66,18.21,-65.73,89.6,13.87
315,Rocha,0,UY,1565816592,78,-34.48,-54.34,43.79,5.19
316,Ahipara,96,NZ,1565816593,100,-35.17,173.16,48.0,13.82
317,Heihe,90,RU,1565816595,100,50.24,127.51,66.2,4.47
318,Mizdah,0,LY,1565816596,74,31.45,12.98,72.05,12.77
319,Saint-Paul,0,FR,1565816598,55,45.22,1.9,66.99,2.24
320,San-Pedro,89,CI,1565816599,97,4.75,-6.64,72.05,3.71
321,Smithers,75,CA,1565816600,49,54.78,-127.17,73.4,8.05
322,Oranjemund,0,ZA,1565816601,76,-28.55,16.43,59.27,24.47
323,Voh,56,NC,1565816602,76,-20.95,164.69,69.71,21.52
324,Aklavik,90,CA,1565816604,82,68.22,-135.01,57.2,14.99
325,Nicoya,0,CR,1565816427,69,10.15,-85.45,82.4,8.05
326,Ganzhou,59,CN,1565816606,84,25.86,114.93,75.29,1.83
327,Alofi,40,NU,1565816607,83,-19.06,-169.92,73.4,4.7
328,Shasta Lake,0,US,1565816609,27,40.68,-122.36,106.0,4.59
329,Hamilton,20,CA,1565816610,47,43.26,-79.87,80.01,6.93
330,Tiarei,20,PF,1565816611,69,-17.53,-149.33,82.4,13.87
331,Bima,0,ID,1565816612,95,-8.45,118.73,64.85,1.92
332,Jardim,0,BR,1565816614,36,-21.48,-56.15,75.11,6.06
333,Santa Ana,72,MX,1565816591,43,30.54,-111.12,102.99,1.01
334,Aswan,0,EG,1565816467,12,24.09,32.9,86.81,5.21
335,Ngaoundere,100,CM,1565816617,91,7.32,13.58,67.01,2.33
336,Ribeira Grande,20,PT,1565816619,78,38.52,-28.7,73.4,3.36
337,La Ronge,90,CA,1565816620,56,55.1,-105.3,69.8,9.17
338,Strezhevoy,0,RU,1565816621,93,60.73,77.6,55.4,4.47
339,Pestravka,0,RU,1565816622,74,52.4,49.95,59.81,5.79
340,Linares,100,CL,1565816623,74,-35.85,-71.6,61.79,7.4
341,Sausar,90,IN,1565816625,94,21.65,78.8,75.2,3.36
342,Kaduna,100,NG,1565816556,93,10.52,7.44,72.05,2.75
343,Gedo,100,ET,1565816627,95,9.01,37.45,59.63,1.39
344,Kokopo,35,PG,1565816584,82,-4.34,152.27,72.41,1.1
345,Santiago del Estero,50,AR,1565816629,26,-27.8,-64.26,64.49,16.82
346,Mokhotlong,0,LS,1565816631,51,-29.29,29.06,35.69,2.48
347,Oktyabrskiy,45,RU,1565816632,87,55.61,37.97,66.99,4.47
348,Biltine,95,TD,1565816633,64,14.53,20.93,80.15,14.81
349,Taksimo,100,RU,1565816634,75,56.36,114.84,48.47,6.11
350,Mao,20,DO,1565816635,37,19.55,-71.08,96.8,18.34
351,Yanam,56,IN,1565816637,88,16.73,82.22,78.89,7.07
352,Mount Isa,87,AU,1565816638,40,-20.73,139.49,51.8,5.82
353,Kalmunai,100,LK,1565816639,68,7.42,81.82,77.99,3.56
354,Bam,0,IR,1565816640,32,29.11,58.36,61.79,5.21
355,Cody,1,US,1565816642,19,44.53,-109.06,84.99,4.7
356,Abu Samrah,0,SY,1565816643,61,35.3,37.18,73.31,9.66
357,Warrington,75,GB,1565816644,93,53.39,-2.59,64.4,8.05
358,Burley,1,US,1565816645,20,42.54,-113.79,87.8,3.36
359,Souillac,75,FR,1565816647,68,45.6,-0.6,69.8,9.17
360,Buala,1,SB,1565816648,81,-8.15,159.59,81.23,14.27
361,Jacobina,29,BR,1565816649,56,-11.19,-40.51,72.95,7.87
362,Ranot,95,TH,1565816650,85,7.78,100.32,77.27,7.29
363,Atherton,90,AU,1565816651,77,-17.27,145.48,64.4,10.29
364,Erzin,40,TR,1565816653,78,36.95,36.2,82.99,5.82
365,Corrente,0,BR,1565816654,36,-17.45,-44.68,75.65,7.05
366,Nishihara,75,JP,1565816655,88,35.74,139.53,84.99,14.99
367,Namwala,0,ZM,1565816656,31,-15.75,26.45,62.33,3.65
368,Nabire,100,ID,1565816658,98,-3.36,135.5,69.17,1.68
369,Puerto Escondido,40,MX,1565816659,66,15.86,-97.07,89.6,5.82
370,Arrifes,20,PT,1565816660,83,37.77,-25.7,71.6,3.36
371,Viedma,44,AR,1565816397,41,-40.81,-62.99,53.33,10.83
372,Kruisfontein,71,ZA,1565816662,90,-34.0,24.73,53.33,3.78
373,Don Sak,93,TH,1565816664,79,9.32,99.69,81.59,9.28
374,Marshall,1,US,1565816665,48,39.12,-93.2,87.8,9.17
375,Luwuk,100,ID,1565816666,95,-0.95,122.79,58.19,4.29
